thought,0.078778654,-0.13585638
that's,0.019010097,0.063442394
both,0.30845413,-0.23239693
between,0.0691369,-0.02623982
series,0.22530076,-0.08797293
give,-0.064045615,0.02070532
may,0.22290635,-0.15975277
original,-0.19586729,0.11721109
own,0.3338159,-0.037829883
action,0.056441896,-0.18547578
i've,0.048867866,0.017588157
right,0.22532077,-0.06543414
without,0.1535718,-0.08690532
always,0.25681502,-0.116784416
times,0.1405648,-0.31504655
comedy,-0.09387318,-0.06491798
point,-0.06643676,0.13599113
gets,-0.08297832,0.0012829382
must,0.15237623,-0.12942992
come,0.052126728,0.018650847
role,0.015030792,0.07515135
isn't,-0.13210744,0.114373505
saw,0.08925806,0.02538329
almost,0.041732423,-0.15998365
interesting,-0.23371524,0.20480098
least,-0.22758147,0.3318407
family,0.09867086,-0.05907768
done,-0.038067672,0.06119361
there's,-0.043378208,0.10768303
whole,-0.12639503,0.023669574
bit,0.33402354,-0.3430118
music,0.08299821,0.018959688
script,-0.41571558,0.40291134
far,-0.15607116,0.044686485
making,-0.1528394,0.038898498
guy,-0.14007278,0.06350472
anything,-0.21952324,0.21354231
minutes,-0.37463933,0.36318773
feel,0.16075693,-0.021958198
last,0.041169524,-0.22928947
since,-0.0033139433,-0.10783575
might,-0.22077748,0.19026689
performance,0.050790414,-0.13016184
he's,0.06980804,0.2043605
2,-0.27724805,0.21712126
probably,0.036974724,-0.053790707
kind,-0.12015379,0.124176234
am,-0.14241979,0.19740403
away,-0.030861877,-0.030810647
yet,0.19857302,0.055346597
rather,-0.013562914,-0.0059690136
tv,0.027248798,-0.023964815
worst,-1.2047008,1.1028905
girl,0.063378,-0.034935787
day,0.13081713,-0.054979015
sure,0.0600605,-0.181321
fun,0.6136811,-0.32255334
hard,-0.07671146,-0.012413878
woman,-0.18853007,0.036765695
played,-0.0003735571,-0.16864508
each,0.112339355,-0.12786302
found,-0.11454601,0.08401672
anyone,-0.0040236353,-0.045688547
having,0.01503552,-0.07878067
although,0.08226341,-0.29245818
especially,0.3641429,-0.31363907
our,0.081981786,-0.09645434
believe,-0.06670415,0.013311188
course,0.19633949,-0.13083954
comes,-0.11618303,0.008072696
looking,-0.10853319,0.2864181
screen,-0.026164204,-0.058145974
trying,-0.056328837,0.15346216
set,-0.1545899,0.07637293
goes,-0.111732036,0.091157354
looks,-0.32621774,0.24994916
place,-0.058488287,0.0045921644
book,-0.20945136,0.14632213
different,0.2136756,-0.250099
put,0.02320388,-0.049405415
ending,-0.03790691,-0.050661877
money,-0.38157633,0.31499428
maybe,-0.12927024,0.11646694
once,0.18551038,-0.049654197
sense,-0.008955338,0.032602146
reason,-0.32961658,0.10788925
true,0.26290444,-0.19315268
actor,-0.05395334,0.1345029
everything,0.09242758,-0.05638034
wasn't,-0.18045406,0.2712499
shows,0.25149918,-0.10891975
dvd,0.25669694,-0.035537
three,-0.122853756,0.15143505
worth,0.23890132,-0.29970586
year,-0.041318,0.08929845
job,0.46657982,-0.24329501
main,-0.103219055,0.04348109
someone,-0.26809615,0.22575867
together,0.07332324,-0.10466377
watched,-0.14851898,-0.0010408402
play,0.033434313,0.1976686
american,0.09014389,-0.08445397
plays,0.123611696,0.003498112
1,-0.286667,0.12875353
said,-0.058323745,0.04861964
effects,-0.17289284,0.014505758
later,0.2594064,-0.1944384
takes,-0.06511791,-0.033087958
instead,-0.45799753,0.38718253
seem,0.036715314,-0.013367975
beautiful,0.358418,-0.26376313
john,0.019918954,0.04254625
himself,0.01603722,0.016571483
version,-0.1301233,0.011448604
audience,0.093237296,0.10569941
high,0.026633766,-0.19942115
house,0.06799698,-0.028254183
night,-0.06098555,-0.013471766
during,-0.10515711,-0.055372167
everyone,0.18220444,-0.14074656
left,-0.25654435,0.09055871
special,0.105629586,-0.1124786
seeing,0.07439247,0.102294266
half,-0.2730796,0.22592722
excellent,0.8445237,-0.75350255
wife,0.10077144,0.043239906
star,-0.07983365,0.067913
shot,-0.0043634106,-0.08085737
war,0.20736805,-0.036431465
idea,-0.28153214,0.17566836
nice,0.31266537,-0.11610942
black,-0.077005155,0.09021888
less,-0.15401413,0.12170473
mind,0.053753473,0.00850934
simply,-0.1688963,0.24393485
read,-0.17454891,0.048150558
second,-0.12464717,0.06644814
else,-0.21441852,0.015883766
you're,-0.022097155,0.06594267
father,0.064279936,-0.060585782
fan,-0.019987583,-0.09583876
poor,-0.7421885,0.40962625
help,0.054781575,0.028558174
completely,-0.20069033,-0.0022198746
death,-0.068504274,-0.09494507
3,-0.33665812,0.23483846
used,-0.03612174,0.044611376
home,-0.036783144,0.07315989
either,-0.28461736,0.03676146
short,-0.03436356,-0.08531229
line,-0.08132841,0.025340045
given,-0.06859397,0.03756134
men,0.04204176,-0.16435385
top,0.21666767,-0.26265398
dead,0.06560276,0.07891192
budget,0.025624314,-0.024837812
try,-0.08813583,0.06526331
performances,0.18112588,-0.1174548
wrong,-0.24021356,0.0050272476
classic,0.3634168,-0.1581005
boring,-0.8363888,0.6816468
enjoy,0.39833698,-0.3655486
need,0.03988916,-0.006624734
rest,-0.08146398,0.1228474
use,-0.070180364,-0.048972473
kids,-0.008915626,0.1332946
hollywood,0.04317413,-0.0035825367
low,-0.3240599,0.082965225
production,-0.116341315,0.2122606
until,0.079673454,0.07511413
along,0.19950067,-0.1851369
full,0.03866571,-0.15900958
friends,0.16390778,-0.063957244
camera,-0.20471033,0.035094347
truly,0.11982482,-0.07225119
women,-0.14303021,0.16276129
awful,-1.0686121,1.09085
video,-0.020208003,0.07468671
next,0.019769255,-0.15341917
tell,-0.066972196,0.01704202
remember,0.124631934,-0.14140047
couple,-0.16032499,0.14932515
stupid,-0.6439382,0.37923083
start,0.038790327,0.114603914
stars,0.060011223,0.04747438
perhaps,0.006825782,0.030217955
sex,-0.11970747,0.08471239
mean,-0.22874834,0.03308507
came,0.14231606,-0.29238707
recommend,0.21116225,-0.060718648
let,-0.08102274,-0.016278697
moments,-0.005598336,-0.016677631
wonderful,0.64357316,-0.5725399
episode,0.08393929,-0.067169845
understand,0.21388492,-0.16177875
small,0.039625578,-0.277271
face,-0.079056144,0.10924655
terrible,-0.80539006,0.6099671
playing,-0.031269822,0.07270483
school,-0.078588895,-0.03637966
getting,-0.022213005,0.14863752
written,0.052146092,0.045629844
doing,-0.13312557,0.07153793
often,0.22581229,-0.14047582
keep,0.10565394,-0.13305202
early,-0.003659057,0.009492093
name,-0.09002282,0.17094286
perfect,0.7354887,-0.69301116
style,0.056477122,0.003168915
human,0.20827642,-0.27755487
definitely,0.44951627,-0.46620116
gives,0.18724434,-0.026386226
others,0.1311741,-0.13653047
itself,-0.24250644,-0.06273211
lines,-0.1279127,0.098036855
live,0.09737292,-0.036762968
become,0.043125305,-0.041412417
dialogue,-0.18250377,0.18921089
person,-0.026979728,-0.024620527
lost,-0.068211995,0.09147959
finally,0.04930691,-0.05281181
piece,-0.022687204,0.094782114
head,-0.04092076,-0.06384501
case,-0.028248334,-0.1482675
felt,-0.16992204,0.043910213
yes,0.08333632,0.040030323
liked,0.4081741,-0.24541263
supposed,-0.5620424,0.35840392
title,-0.063024476,0.034476712
couldn't,-0.29019773,0.40611425
absolutely,-0.094188094,0.1262499
white,0.023874542,0.009820132
against,-0.0685899,-0.080894716
boy,-0.048629314,-0.0019580335
picture,-0.0315022,0.08782601
sort,-0.1073587,0.047716133
worse,-0.8149448,0.7084029
certainly,0.09126618,-0.03316815
went,-0.027049309,-0.07880865
entire,-0.27787074,0.2637187
waste,-1.0480599,1.2178245
cinema,0.28452635,0.112467006
problem,-0.20143019,0.13880236
hope,0.088451855,-0.22093077
entertaining,0.4311196,-0.43180355
she's,-0.07586498,0.10623956
mr,0.05882959,0.029897658
overall,0.21332645,-0.1466831
evil,-0.15213278,-0.044596873
called,0.0008995471,0.017703235
loved,0.5624291,-0.39955038
based,0.06079261,-0.06705036
oh,-0.49514735,0.51997554
several,0.09623222,-0.058536667
fans,0.24686994,-0.0784788
mother,-0.183418,0.3086277
drama,0.08224861,-0.15968674
beginning,0.13579598,-0.12473615
killer,-0.13102153,0.10941824
lives,0.20643605,-0.041204646
5,0.08129419,-0.08043643
direction,-0.19425534,0.21983236
care,-0.29494768,0.20900477
already,-0.13815425,0.040885888
becomes,-0.19611593,0.14939798
laugh,0.11773526,-0.13913882
example,-0.26036882,0.0046604895
friend,0.11325872,0.03304593
dark,0.072864465,0.0042024893
despite,-0.03282822,-0.0012288311
under,-0.033048227,-0.062134337
seemed,-0.16205226,0.06047365
throughout,0.11080597,-0.057591487
4,-0.6260003,0.30950132
turn,-0.25471044,-0.045798395
unfortunately,-0.5282722,0.513044
wanted,-0.14789487,0.15727301
i'd,0.15390338,0.020295784
,0.04502078,-0.056267373
children,0.049682386,0.090041734
final,0.11958786,-0.10089311
fine,0.19969566,-0.053882465
history,0.19894625,-0.0060972334
amazing,0.546333,-0.56703705
sound,0.0064871334,0.11066923
guess,-0.36481982,0.25604793
heart,0.35618728,-0.3961105
totally,-0.05220078,0.044385564
lead,-0.023532487,0.124443255
humor,0.20483679,-0.112387165
writing,-0.2624815,0.17363434
michael,0.14017254,-0.21000864
quality,-0.10187597,0.008050008
you'll,-0.0645673,-0.07977939
close,0.060925204,-0.12637599
son,-0.036067687,-0.09285786
guys,0.101116545,-0.18116246
wants,-0.053888272,0.08800859
works,0.26858705,-0.14360723
behind,0.046438254,0.07627765
tries,-0.38049555,0.31450275
art,0.020938788,-0.09231497
side,0.11243428,-0.14272262
game,0.26118755,0.05762815
past,0.031103654,-0.07668144
able,0.34630102,-0.30612478
b,-0.011026847,0.011468373
days,0.15037505,-0.097147845
turns,-0.11820259,-0.04371559
child,-0.08903909,-0.006434086
they're,-0.039391775,0.1296808
hand,-0.084312215,-0.004489745
flick,-0.07631644,0.08573321
enjoyed,0.46313167,-0.41368175
act,-0.10796486,0.088011794
genre,0.19209664,-0.21220395
town,0.09258844,0.00141584
favorite,0.59647167,-0.64249724
soon,0.20142269,0.0044330554
kill,-0.09155623,0.1166938
starts,-0.19131963,0.18864301
sometimes,0.20123096,-0.1303585
car,-0.12111261,0.04643227
gave,-0.14375974,0.13157879
run,-0.09414424,-0.03836112
late,0.17685272,0.025187552
eyes,0.10562597,-0.32407054
actress,-0.054761846,0.14012004
etc,-0.019205656,0.094766
directed,-0.07868978,0.06635784
horrible,-0.8443932,0.68120867
won't,0.030100523,-0.07219727
viewer,0.037093632,-0.049119934
brilliant,0.5363494,-0.4180352
parts,0.10679127,-0.1885865
self,-0.18699658,0.022858068
themselves,0.0685117,0.041780487
hour,-0.03850936,0.11144837
expect,0.12695086,-0.13887557
thinking,-0.19313197,-0.0049586454
stories,0.05767273,0.11703405
stuff,0.0076831398,0.045862276
girls,-0.013896135,0.2039324
obviously,-0.15218456,0.074307136
blood,-0.04759993,0.05814217
decent,-0.2876609,0.19386555
city,0.04190927,-0.018808527
voice,0.0841803,-0.02719526
highly,0.5795968,-0.44352403
myself,-0.12566881,-0.021597434
feeling,-0.08411329,0.061336823
fight,0.10159573,0.012676404
except,-0.29615784,0.27008536
slow,-0.42772746,0.3655446
matter,0.12078412,-0.083297186
type,0.1435213,-0.16128954
anyway,0.002737036,-0.013197742
kid,-0.11684078,0.18549389
roles,0.05185567,-0.07300235
killed,-0.12556429,0.014112982
heard,0.16300379,-0.09069539
god,-0.21020809,-0.03895513
age,0.14726429,-0.3335017
says,-0.06850724,-0.077034704
moment,7.69255e-06,0.114408895
took,0.058681395,0.112453915
leave,-0.04512529,0.11274117
writer,-0.06326905,0.12557304
strong,0.23480229,-0.20690078
cannot,-0.040411524,0.15266037
violence,0.11453707,0.044755284
police,0.089201234,0.06276777
hit,0.054471277,-0.19713368
stop,0.11819251,-0.15408723
happens,-0.14689949,0.18228357
particularly,0.0035646108,0.086265296
known,0.26654178,-0.16080973
involved,-0.1241687,0.14730993
happened,-0.12571953,0.014352139
extremely,-0.15379149,0.22731844
daughter,-0.15969999,0.2641887
obvious,-0.22400925,0.29884312
told,0.048600715,0.0337386
chance,0.23984392,-0.14461371
living,0.056644037,0.019208543
coming,-0.041508947,0.05836709
lack,-0.250744,0.31765783
alone,-0.08783601,-0.07232562
experience,0.18112497,-0.033503395
wouldn't,-0.20965685,0.33854496
including,0.21342872,-0.02859697
murder,-0.013269112,-0.008240598
attempt,-0.42163572,0.21589495
s,-0.12788992,0.091026
please,-0.04947947,0.14346196
james,-0.03623367,0.1452064
happen,0.1405935,-0.2258349
wonder,-0.50149024,0.31851634
crap,-0.5304357,0.5804234
ago,0.020585012,-0.21096414
brother,0.039497342,-0.045450047
film's,-0.19314219,0.027059773
gore,-0.31227794,0.13260955
none,-0.45943764,0.34618232
complete,-0.09605996,0.12304229
interest,-0.47230533,0.16736145
score,0.18857022,-0.014618233
group,-0.22192283,0.18758938
cut,-0.12931857,0.06481541
simple,0.30841285,-0.23054366
save,-0.67601925,0.5344962
ok,-0.26207826,0.24290216
hell,-0.050516643,-0.018953387
looked,-0.18391345,0.35295197
career,-0.05235779,0.08184512
number,0.13924947,-0.17361258
song,0.088989854,-0.0076079806
possible,-0.03725399,0.08219242
seriously,-0.18945278,0.19725251
annoying,-0.70998484,0.6573128
shown,0.08854858,-0.113531396
exactly,-0.040580526,0.10128197
sad,-0.18556297,0.12660217
running,-0.15266544,-0.004739687
musical,-0.09500321,0.02662301
serious,-0.08292149,-0.12180561
taken,0.018308964,-0.03342828
yourself,-0.1318302,-0.000657622
whose,0.05705991,-0.044630926
released,0.22529604,-0.17558578
cinematography,-0.20349099,0.1296463
david,0.011834721,0.17213383
scary,-0.045293484,0.11825022
ends,0.016032945,0.16232352
english,-0.08634345,-0.04181325
hero,-0.16868743,0.15248628
usually,0.02958938,0.08728023
hours,-0.05823312,0.031220874
reality,0.09109397,-0.02138584
opening,-0.1584925,0.025978079
i'll,0.061775617,-0.081552066
across,0.013769297,0.08427208
today,0.6610053,-0.44823763
jokes,-0.06963709,-0.1233416
light,0.1591226,0.038512625
hilarious,0.43830413,-0.34119081
somewhat,0.2361385,-0.12285388
usual,-0.061302144,-0.1199542
started,-0.080535844,0.07837866
cool,0.24162516,-0.19280742
ridiculous,-0.72321683,0.47799128
body,-0.15850507,0.07878674
relationship,0.1692126,-0.2301656
view,0.10396306,0.049866524
level,0.1729717,0.0709887
opinion,0.024873802,-0.13457634
change,0.09998188,-0.166195
happy,0.1789128,-0.11294459
middle,-0.14486465,0.067035116
taking,-0.012168756,-0.08772901
wish,0.1394838,-0.025848672
husband,0.04330629,-0.025654104
finds,0.06279395,0.04156539
saying,-0.036314353,0.14276396
order,-0.060546447,0.05876985
talking,-0.22934447,0.05128973
ones,0.0006571462,0.041993547
documentary,0.0053617824,-0.10221639
shots,0.044236664,0.06308091
huge,-0.116342396,0.3369643
novel,0.018499281,0.040309202
female,0.011603371,0.0958058
mostly,0.045608327,0.13391769
robert,-0.084399626,0.2197589
power,0.06447233,0.02387289
episodes,0.24006242,-0.2427721
room,0.027584512,0.0978395
important,0.11707764,-0.023983203
rating,-0.035157174,0.08794704
talent,-0.23670283,0.17159916
five,-0.041949663,0.052138582
major,-0.3102872,0.16406293
turned,-0.17745261,0.07026345
strange,0.0026633262,0.07625425
word,-0.0044399095,0.015839072
modern,0.09320076,0.042463142
call,-0.20672569,-0.026140936
apparently,-0.3227687,0.07609928
disappointed,-0.33802557,0.34751838
single,-0.08607658,0.014127132
events,0.037162703,-0.006108469
due,0.1232566,-0.09701967
four,-0.15630311,0.11007788
songs,-0.1121176,0.009369206
basically,-0.4234423,0.36855406
attention,0.16812837,-0.16458043
7,0.9701852,-0.7106419
knows,0.14198324,-0.07583399
clearly,-0.08684341,0.11427071
supporting,0.048763324,-0.021003937
knew,0.06036097,-0.11611967
british,0.05220843,-0.01757782
television,0.09315606,-0.11695028
comic,0.12156877,-0.016854517
non,-0.016575105,0.048621166
fast,-0.016955715,0.17183623
earth,0.00531383,0.1638872
country,0.013518336,0.1868731
future,0.13775092,-0.1862295
cheap,-0.4111392,0.2841627
class,0.039754353,0.019027174
thriller,0.08079141,-0.08105422
8,0.7516316,-0.6138006
silly,-0.2877734,0.30503532
king,-0.029081337,0.10725067
problems,0.072429955,0.0061354963
aren't,-0.07868322,0.050949927
easily,0.14906086,-0.30222857
words,0.16542767,0.017064404
tells,0.29272002,-0.12417847
miss,0.09251137,-0.048525274
jack,0.28816074,-0.18594621
local,0.08298269,-0.026335264
sequence,0.17716138,-0.15998022
bring,-0.07232346,0.026104918
entertainment,0.10011078,-0.06327005
paul,0.22348978,-0.12894636
beyond,-0.08490257,-0.08320307
upon,-0.005558654,0.008010586
whether,-0.008220249,-0.102315955
predictable,-0.49612376,0.3840332
moving,0.34148246,-0.2173993
similar,0.17632274,-0.23899361
straight,0.056289844,-0.19634749
romantic,0.18780002,-0.18985492
sets,-0.055547122,0.049463715
review,-0.12598617,-0.07562137
falls,-0.40148178,0.2669688
oscar,0.15756123,-0.09112351
mystery,-0.008360929,-0.022969857
enjoyable,0.47479972,-0.4471799
needs,0.107968494,-0.066020966
appears,-0.27474955,0.13593243
talk,0.13849734,0.030702284
rock,0.1909642,-0.11031135
george,-0.06320736,0.16987696
giving,-0.25367624,0.008243988
eye,0.087944224,-0.08646782
richard,-0.09118164,0.061370336
within,-0.035388757,-0.11507322
ten,-0.10949322,-0.039545987
animation,0.10592701,-0.07568079
message,0.07053712,-0.0966522
theater,-0.1995567,0.14487354
near,-0.051652577,0.068015546
above,0.19233856,-0.062614776
dull,-0.7120181,0.6913277
nearly,-0.047546286,-0.038893137
sequel,-0.005133586,0.14238232
theme,0.15029983,-0.114599906
points,-0.17540656,0.028078875
',-0.11048118,0.07120466
stand,0.09385334,-0.042876706
mention,-0.10343364,-0.12500751
lady,-0.10889966,0.13510916
bunch,-0.36405727,0.3053449
add,0.018802006,-0.022050072
feels,-0.098926485,0.08989177
herself,0.1908218,-0.14926744
release,0.34582075,-0.13719398
red,0.010697823,-0.003842331
team,0.081276506,-0.03404112
storyline,-0.26052335,0.10208247
surprised,0.2586236,-0.48461094
ways,0.044419203,-0.16944012
using,0.050924826,0.08552782
named,-0.09255676,0.022180721
haven't,0.13784233,-0.15362419
lots,0.18492894,-0.06571424
easy,0.34080455,-0.3185329
fantastic,0.6924771,-0.46055755
begins,-0.01573815,0.14580034
actual,-0.08292943,0.08451073
working,0.11086779,-0.009711101
effort,-0.45989248,0.31590432
york,-0.0810525,0.06568542
die,-0.19350162,0.037705034
hate,-0.0031863838,-0.083933316
french,0.030609312,-0.078999035
minute,0.043114044,0.09797509
tale,0.20342784,-0.19866228
clear,-0.018317861,-0.1940425
stay,-0.2902255,0.09355028
9,0.65093035,-0.41024193
elements,0.14925241,-0.07778001
feature,-0.072018296,0.08389636
among,-0.005390967,-0.13063028
follow,0.15954565,-0.12390209
comments,0.23873927,-0.32017425
re,-0.26027527,0.17750427
viewers,0.11644823,-0.12338971
avoid,-0.6494209,0.82606494
sister,0.03574224,0.04317069
showing,0.026536671,0.0064674816
typical,0.03928566,-0.08405388
editing,-0.21885864,0.29016864
what's,-0.220321,0.1027376
famous,0.27483967,-0.05585844
tried,-0.26096314,0.026850939
sorry,-0.33416572,0.4286368
dialog,-0.22095168,-0.047565226
check,0.19255112,-0.08053974
fall,-0.014638732,0.021794941
period,-0.28069717,0.13219805
season,0.34122282,-0.22985752
form,0.06962413,0.109753534
certain,0.08821873,-0.08817516
filmed,-0.059410818,0.0067329397
weak,-0.4401151,0.32414666
soundtrack,0.37869912,-0.25871488
means,0.13234496,0.01025739
buy,0.3408405,-0.2760307
material,-0.31750268,0.46351966
somehow,-0.20293301,0.19416672
realistic,0.31000957,-0.4470223
figure,0.038536713,-0.010552207
crime,0.2697198,-0.06511044
doubt,0.026517436,0.10548061
gone,0.040307082,0.0053144326
peter,-0.021814521,0.031125626
tom,0.01579341,-0.15654132
kept,0.061333917,-0.117773004
viewing,0.23740104,-0.05678959
t,-0.14304605,0.121817686
general,-0.16304961,0.26616865
leads,0.07132034,0.003822209
greatest,0.4231662,-0.42486125
space,0.026037617,-0.16696581
lame,-0.7396122,0.4701257
suspense,0.1826218,0.010907389
dance,0.14427799,0.004305067
imagine,-0.07190288,0.0038953803
brought,0.26808044,-0.15946558
third,0.016839007,0.074773446
atmosphere,0.37958494,-0.4696777
hear,0.011340824,0.12653057
particular,0.061876386,-0.14047936
sequences,0.028145406,-0.14185785
whatever,-0.23587407,0.03350033
parents,0.172274,-0.06660971
move,-0.17115974,0.11524572
lee,-0.2293959,0.1076045
indeed,0.107650384,0.032120567
learn,0.022485582,-0.1150916
rent,-0.14090505,0.2887478
de,-0.02950683,0.037538406
eventually,-0.03270317,0.014073787
note,-0.07550042,-0.12615919
deal,0.20855166,0.013951024
average,0.095585145,0.0036118848
reviews,-0.03837592,0.042710442
wait,0.089809924,0.012041953
forget,0.0020602245,0.08211543
japanese,0.003586569,-0.04502725
sexual,0.07129131,-0.06277166
poorly,-0.9065176,0.8541246
premise,-0.47679552,0.44464424
okay,-0.4917507,0.19266911
zombie,-0.12164848,-0.045319382
surprise,0.04818845,-0.07791252
believable,0.29574654,-0.20282069
stage,-0.12602718,0.05777324
possibly,-0.16692881,-0.006278916
sit,-0.058031287,0.0623618
who's,0.30360883,0.06510194
decided,-0.0418229,0.0371946
expected,-0.04263146,0.06663334
you've,0.2661051,-0.18258777
subject,-0.07258969,0.17687796
nature,0.3099504,-0.23658143
became,0.06927652,-0.1489138
difficult,-0.08431011,-0.004590722
free,-0.15306826,0.11103339
killing,-0.20753278,0.15212286
screenplay,-0.19538951,0.17704809
truth,0.05245129,-0.08771267
romance,-0.18329109,0.107388414
dr,-0.014428242,0.10124749
nor,-0.03824417,0.16035017
